date,hours,time,temp_c,light_lux
07/11/2023 00:00:00,9:44:32,AM,16.08,1386.24
07/11/2023 00:00:00,10:44:32,AM,16.04,1262.40
07/11/2023 00:00:00,11:44:32,AM,16.21,1612.80
07/11/2023 00:00:00,12:44:32,PM,17.29,10398.72
07/11/2023 00:00:00,1:44:32,PM,18.32,8727.04
07/11/2023 00:00:00,2:44:32,PM,19.22,14223.36
07/11/2023 00:00:00,3:44:32,PM,17.37,906.88
07/11/2023 00:00:00,4:44:32,PM,17.50,739.84
07/11/2023 00:00:00,5:44:32,PM,17.67,500.16
07/11/2023 00:00:00,6:44:32,PM,17.84,338.56
07/11/2023 00:00:00,7:44:32,PM,18.10,323.68
07/11/2023 00:00:00,8:44:32,PM,18.14,102.76
07/11/2023 00:00:00,9:44:32,PM,18.02,0.20
07/11/2023 00:00:00,10:44:32,PM,17.84,0.00
07/11/2023 00:00:00,11:44:32,PM,17.50,0.00
07/12/2023 00:00:00,12:44:32,AM,17.29,0.00
07/12/2023 00:00:00,1:44:32,AM,17.07,0.00
07/12/2023 00:00:00,2:44:32,AM,16.90,0.00
07/12/2023 00:00:00,3:44:32,AM,16.77,0.00
07/12/2023 00:00:00,4:44:32,AM,16.64,0.00
07/12/2023 00:00:00,5:44:32,AM,16.51,41.34
07/12/2023 00:00:00,6:44:32,AM,16.51,344.00
07/12/2023 00:00:00,7:44:32,AM,16.47,594.08
07/12/2023 00:00:00,8:44:32,AM,16.73,1955.20
07/12/2023 00:00:00,9:44:32,AM,16.86,2364.80
07/12/2023 00:00:00,10:44:32,AM,16.69,1840.64
07/12/2023 00:00:00,11:44:32,AM,16.64,1618.56
07/12/2023 00:00:00,12:44:32,PM,18.79,9571.84
07/12/2023 00:00:00,1:44:32,PM,18.14,11617.28
07/12/2023 00:00:00,2:44:32,PM,19.52,13045.76
07/12/2023 00:00:00,3:44:32,PM,17.50,632.80
07/12/2023 00:00:00,4:44:32,PM,17.67,484.64
07/12/2023 00:00:00,5:44:32,PM,17.97,349.60
07/12/2023 00:00:00,6:44:32,PM,18.19,276.08
07/12/2023 00:00:00,7:44:32,PM,18.32,221.52
07/12/2023 00:00:00,8:44:32,PM,18.36,103.68
07/12/2023 00:00:00,9:44:32,PM,18.19,0.20
07/12/2023 00:00:00,10:44:32,PM,17.89,0.00
07/12/2023 00:00:00,11:44:32,PM,17.41,0.00
07/13/2023 00:00:00,12:44:32,AM,17.03,0.00
07/13/2023 00:00:00,1:44:32,AM,16.73,0.00
07/13/2023 00:00:00,2:44:32,AM,16.43,0.00
07/13/2023 00:00:00,3:44:32,AM,16.08,0.00
07/13/2023 00:00:00,4:44:32,AM,15.87,0.00
07/13/2023 00:00:00,5:44:32,AM,15.57,55.18
07/13/2023 00:00:00,6:44:32,AM,15.44,316.24
07/13/2023 00:00:00,7:44:32,AM,15.44,544.64
07/13/2023 00:00:00,8:44:32,AM,15.57,924.48
07/13/2023 00:00:00,9:44:32,AM,15.70,921.92
