date,hours,time,temp_c,light_lux
07/10/2023 00:00:00,10:45:16,PM,14.93,0.00
07/10/2023 00:00:00,11:45:16,PM,14.80,0.00
07/11/2023 00:00:00,12:45:16,AM,14.67,0.00
07/11/2023 00:00:00,1:45:16,AM,14.58,0.00
07/11/2023 00:00:00,2:45:16,AM,14.58,0.00
07/11/2023 00:00:00,3:45:16,AM,14.54,0.00
07/11/2023 00:00:00,4:45:16,AM,14.50,0.00
07/11/2023 00:00:00,5:45:16,AM,14.45,2.29
07/11/2023 00:00:00,6:45:16,AM,14.50,12.54
07/11/2023 00:00:00,7:45:16,AM,14.45,34.36
07/11/2023 00:00:00,8:45:16,AM,14.54,36.45
07/11/2023 00:00:00,9:45:16,AM,14.54,57.04
07/11/2023 00:00:00,10:45:16,AM,14.63,66.22
07/11/2023 00:00:00,11:45:16,AM,14.67,146.84
07/11/2023 00:00:00,12:45:16,PM,14.88,407.04
07/11/2023 00:00:00,1:45:16,PM,15.27,2028.80
07/11/2023 00:00:00,2:45:16,PM,16.13,404.96
07/11/2023 00:00:00,3:45:16,PM,16.94,207.76
07/11/2023 00:00:00,4:45:16,PM,17.41,178.08
07/11/2023 00:00:00,5:45:16,PM,17.20,119.40
07/11/2023 00:00:00,6:45:16,PM,16.77,54.06
07/11/2023 00:00:00,7:45:16,PM,16.60,40.98
07/11/2023 00:00:00,8:45:16,PM,16.34,7.30
07/11/2023 00:00:00,9:45:16,PM,15.87,0.20
07/11/2023 00:00:00,10:45:16,PM,15.44,0.00
07/11/2023 00:00:00,11:45:16,PM,14.97,0.00
07/12/2023 00:00:00,12:45:16,AM,14.84,0.00
07/12/2023 00:00:00,1:45:16,AM,14.75,0.00
07/12/2023 00:00:00,2:45:16,AM,14.71,0.00
07/12/2023 00:00:00,3:45:16,AM,14.67,0.00
07/12/2023 00:00:00,4:45:16,AM,14.54,0.00
07/12/2023 00:00:00,5:45:16,AM,14.50,6.04
07/12/2023 00:00:00,6:45:16,AM,14.45,41.04
07/12/2023 00:00:00,7:45:16,AM,14.50,64.50
07/12/2023 00:00:00,8:45:16,AM,14.67,108.96
07/12/2023 00:00:00,9:45:16,AM,14.88,198.96
07/12/2023 00:00:00,10:45:16,AM,14.84,188.08
07/12/2023 00:00:00,11:45:16,AM,14.80,151.96
07/12/2023 00:00:00,12:45:16,PM,15.61,3480.32
07/12/2023 00:00:00,1:45:16,PM,16.00,799.68
07/12/2023 00:00:00,2:45:16,PM,16.90,254.64
07/12/2023 00:00:00,3:45:16,PM,17.29,262.16
07/12/2023 00:00:00,4:45:16,PM,17.76,121.08
07/12/2023 00:00:00,5:45:16,PM,17.37,91.64
07/12/2023 00:00:00,6:45:16,PM,16.99,65.12
07/12/2023 00:00:00,7:45:16,PM,16.21,27.58
07/12/2023 00:00:00,8:45:16,PM,16.34,10.63
